Episode,Rollout,Batch,A1,R1O1,R1O2,A2,R2O1,R2O2
49,12,7,1,2,2,1,2,2
49,12,8,1,2,2,1,2,2
49,12,9,1,2,2,1,2,2
49,12,10,1,1,3,2,1,3
49,12,11,2,1,3,1,1,3
49,12,12,2,0,4,2,0,4
49,12,13,2,0,4,2,0,4
49,12,14,2,1,3,1,1,3
49,12,15,1,2,2,1,2,2
49,12,16,1,1,3,2,1,3
49,12,17,2,0,4,2,0,4
49,12,18,1,1,3,2,1,3
49,12,19,1,2,2,1,2,2
49,12,20,1,2,2,1,2,2
49,12,21,1,3,1,0,3,1
49,12,22,2,0,4,2,0,4
49,12,23,2,0,4,2,0,4
49,12,24,0,3,1,1,3,1
49,12,25,2,0,4,2,0,4
49,12,26,1,1,3,2,1,3
49,12,27,0,2,2,2,2,2
49,12,28,2,0,4,2,0,4
49,12,29,1,1,3,2,1,3
49,12,30,2,0,4,2,0,4
49,12,31,1,1,3,2,1,3
49,12,32,1,3,1,0,3,1
49,12,33,1,2,2,1,2,2
49,12,34,1,2,2,1,2,2
49,12,35,1,3,1,0,3,1
49,12,36,2,0,4,2,0,4
49,12,37,2,1,3,1,1,3
49,12,38,1,1,3,2,1,3
49,12,39,2,1,3,1,1,3
49,12,40,2,1,3,1,1,3
49,12,41,2,0,4,2,0,4
49,12,42,0,3,1,1,3,1
49,12,43,0,2,2,2,2,2
49,12,44,2,2,2,0,2,2
49,12,45,2,0,4,2,0,4
49,12,46,2,0,4,2,0,4
49,12,47,2,0,4,2,0,4
49,12,48,1,2,2,1,2,2
49,12,49,1,1,3,2,1,3
49,12,50,1,1,3,2,1,3
49,12,51,2,1,3,1,1,3
49,12,52,1,1,3,2,1,3
49,12,53,2,1,3,1,1,3
49,12,54,2,1,3,1,1,3
49,12,55,1,1,3,2,1,3
49,12,56,2,1,3,1,1,3
49,12,57,2,0,4,2,0,4
49,12,58,2,0,4,2,0,4
49,12,59,2,0,4,2,0,4
49,12,60,1,3,1,0,3,1
49,12,61,2,0,4,2,0,4
49,12,62,1,2,2,1,2,2
49,12,63,1,1,3,2,1,3
49,13,0,2,1,3,1,1,3
49,13,1,2,1,3,1,1,3
49,13,2,2,1,3,1,1,3
49,13,3,0,2,2,2,2,2
49,13,4,1,1,3,2,1,3
49,13,5,2,0,4,2,0,4
49,13,6,1,2,2,1,2,2
49,13,7,1,3,1,0,3,1
49,13,8,2,1,3,1,1,3
49,13,9,2,1,3,1,1,3
49,13,10,1,1,3,2,1,3
49,13,11,2,1,3,1,1,3
49,13,12,1,2,2,1,2,2
49,13,13,2,0,4,2,0,4
49,13,14,1,2,2,1,2,2
49,13,15,1,1,3,2,1,3
49,13,16,2,0,4,2,0,4
49,13,17,2,0,4,2,0,4
49,13,18,1,1,3,2,1,3
49,13,19,0,3,1,1,3,1
49,13,20,2,2,2,0,2,2
49,13,21,0,3,1,1,3,1
49,13,22,2,0,4,2,0,4
49,13,23,1,3,1,0,3,1
49,13,24,2,0,4,2,0,4
49,13,25,1,3,1,0,3,1
49,13,26,1,1,3,2,1,3
49,13,27,1,1,3,2,1,3
49,13,28,2,1,3,1,1,3
49,13,29,2,0,4,2,0,4
49,13,30,1,1,3,2,1,3
49,13,31,1,1,3,2,1,3
49,13,32,1,3,1,0,3,1
49,13,33,1,2,2,1,2,2
49,13,34,1,1,3,2,1,3
49,13,35,2,0,4,2,0,4
49,13,36,2,0,4,2,0,4
49,13,37,1,2,2,1,2,2
49,13,38,1,2,2,1,2,2
49,13,39,1,1,3,2,1,3
49,13,40,2,2,2,0,2,2
49,13,41,2,0,4,2,0,4
49,13,42,2,1,3,1,1,3
49,13,43,2,2,2,0,2,2
49,13,44,1,1,3,2,1,3
49,13,45,2,1,3,1,1,3
49,13,46,1,3,1,0,3,1
49,13,47,1,3,1,0,3,1
49,13,48,1,2,2,1,2,2
49,13,49,1,2,2,1,2,2
49,13,50,2,0,4,2,0,4
49,13,51,2,0,4,2,0,4
49,13,52,1,2,2,1,2,2
49,13,53,2,2,2,0,2,2
49,13,54,1,2,2,1,2,2
49,13,55,2,2,2,0,2,2
49,13,56,2,2,2,0,2,2
49,13,57,2,0,4,2,0,4
49,13,58,2,0,4,2,0,4
49,13,59,2,1,3,1,1,3
49,13,60,1,1,3,2,1,3
49,13,61,1,1,3,2,1,3
49,13,62,1,1,3,2,1,3
49,13,63,1,2,2,1,2,2
49,14,0,2,0,4,2,0,4
49,14,1,2,0,4,2,0,4
49,14,2,2,1,3,1,1,3
49,14,3,1,1,3,2,1,3
49,14,4,0,2,2,2,2,2
49,14,5,1,1,3,2,1,3
49,14,6,1,2,2,1,2,2
49,14,7,2,0,4,2,0,4
49,14,8,1,2,2,1,2,2
49,14,9,1,2,2,1,2,2
49,14,10,1,1,3,2,1,3
49,14,11,2,1,3,1,1,3
49,14,12,1,1,3,2,1,3
49,14,13,2,1,3,1,1,3
49,14,14,0,3,1,1,3,1
49,14,15,2,0,4,2,0,4
49,14,16,0,4,0,0,4,0
49,14,17,1,1,3,2,1,3
49,14,18,2,1,3,1,1,3
49,14,19,1,1,3,2,1,3
49,14,20,1,1,3,2,1,3
49,14,21,1,1,3,2,1,3
49,14,22,1,2,2,1,2,2
49,14,23,1,3,1,0,3,1
49,14,24,1,1,3,2,1,3
49,14,25,1,1,3,2,1,3
49,14,26,2,0,4,2,0,4
49,14,27,2,1,3,1,1,3
49,14,28,1,2,2,1,2,2
49,14,29,1,2,2,1,2,2
49,14,30,1,1,3,2,1,3
49,14,31,1,2,2,1,2,2
49,14,32,1,1,3,2,1,3
49,14,33,2,2,2,0,2,2
49,14,34,2,0,4,2,0,4
49,14,35,2,2,2,0,2,2
49,14,36,2,1,3,1,1,3
49,14,37,2,0,4,2,0,4
49,14,38,2,0,4,2,0,4
49,14,39,2,1,3,1,1,3
49,14,40,2,1,3,1,1,3
49,14,41,1,1,3,2,1,3
49,14,42,1,3,1,0,3,1
49,14,43,1,1,3,2,1,3
49,14,44,2,1,3,1,1,3
49,14,45,1,1,3,2,1,3
49,14,46,1,1,3,2,1,3
49,14,47,2,0,4,2,0,4
49,14,48,2,0,4,2,0,4
49,14,49,1,1,3,2,1,3
49,14,50,1,1,3,2,1,3
49,14,51,2,1,3,1,1,3
49,14,52,1,3,1,0,3,1
49,14,53,1,1,3,2,1,3
49,14,54,1,1,3,2,1,3
49,14,55,1,1,3,2,1,3
49,14,56,1,2,2,1,2,2
49,14,57,1,2,2,1,2,2
49,14,58,1,2,2,1,2,2
49,14,59,2,0,4,2,0,4
49,14,60,2,0,4,2,0,4
49,14,61,1,2,2,1,2,2
49,14,62,1,1,3,2,1,3
49,14,63,2,2,2,0,2,2
49,15,0,1,1,3,2,1,3
49,15,1,1,2,2,1,2,2
49,15,2,1,3,1,0,3,1
49,15,3,2,1,3,1,1,3
49,15,4,1,2,2,1,2,2
49,15,5,2,2,2,0,2,2
49,15,6,1,2,2,1,2,2
49,15,7,1,1,3,2,1,3
49,15,8,2,0,4,2,0,4
49,15,9,1,2,2,1,2,2
49,15,10,2,1,3,1,1,3
49,15,11,2,0,4,2,0,4
49,15,12,1,1,3,2,1,3
49,15,13,1,1,3,2,1,3
49,15,14,1,1,3,2,1,3
49,15,15,2,0,4,2,0,4
49,15,16,1,2,2,1,2,2
49,15,17,1,1,3,2,1,3
49,15,18,1,2,2,1,2,2
49,15,19,1,1,3,2,1,3
49,15,20,2,1,3,1,1,3
49,15,21,2,0,4,2,0,4
49,15,22,1,1,3,2,1,3
49,15,23,1,1,3,2,1,3
49,15,24,2,0,4,2,0,4
49,15,25,2,0,4,2,0,4
49,15,26,0,2,2,2,2,2
49,15,27,2,0,4,2,0,4
49,15,28,1,2,2,1,2,2
49,15,29,1,2,2,1,2,2
49,15,30,1,1,3,2,1,3
49,15,31,2,0,4,2,0,4
49,15,32,1,2,2,1,2,2
49,15,33,2,1,3,1,1,3
49,15,34,2,0,4,2,0,4
49,15,35,1,2,2,1,2,2
49,15,36,1,1,3,2,1,3
49,15,37,1,2,2,1,2,2
49,15,38,2,0,4,2,0,4
49,15,39,2,0,4,2,0,4
49,15,40,1,2,2,1,2,2
49,15,41,1,1,3,2,1,3
49,15,42,1,1,3,2,1,3
49,15,43,2,0,4,2,0,4
49,15,44,1,1,3,2,1,3
49,15,45,2,0,4,2,0,4
49,15,46,2,0,4,2,0,4
49,15,47,2,1,3,1,1,3
49,15,48,2,0,4,2,0,4
49,15,49,1,1,3,2,1,3
49,15,50,2,1,3,1,1,3
49,15,51,2,0,4,2,0,4
49,15,52,2,1,3,1,1,3
49,15,53,1,2,2,1,2,2
49,15,54,1,3,1,0,3,1
49,15,55,0,2,2,2,2,2
49,15,56,2,1,3,1,1,3
49,15,57,2,1,3,1,1,3
49,15,58,2,0,4,2,0,4
49,15,59,1,1,3,2,1,3
49,15,60,1,2,2,1,2,2
49,15,61,1,1,3,2,1,3
49,15,62,1,1,3,2,1,3
49,15,63,2,1,3,1,1,3
49,16,0,2,1,3,1,1,3
49,16,1,2,1,3,1,1,3
49,16,2,2,1,3,1,1,3
49,16,3,1,2,2,1,2,2
49,16,4,1,1,3,2,1,3
49,16,5,1,1,3,2,1,3
49,16,6,2,1,3,1,1,3
49,16,7,2,1,3,1,1,3
49,16,8,1,1,3,2,1,3
49,16,9,1,2,2,1,2,2
49,16,10,1,1,3,2,1,3
49,16,11,1,2,2,1,2,2
49,16,12,2,0,4,2,0,4
49,16,13,1,1,3,2,1,3
49,16,14,2,1,3,1,1,3
49,16,15,1,2,2,1,2,2
49,16,16,1,1,3,2,1,3
49,16,17,1,1,3,2,1,3
49,16,18,1,1,3,2,1,3
49,16,19,1,1,3,2,1,3
49,16,20,2,1,3,1,1,3
49,16,21,2,0,4,2,0,4
49,16,22,1,2,2,1,2,2
49,16,23,2,1,3,1,1,3
49,16,24,1,2,2,1,2,2
49,16,25,1,1,3,2,1,3
49,16,26,1,2,2,1,2,2
49,16,27,1,2,2,1,2,2
49,16,28,0,3,1,1,3,1
49,16,29,2,0,4,2,0,4
49,16,30,1,1,3,2,1,3
49,16,31,1,1,3,2,1,3
49,16,32,2,0,4,2,0,4
49,16,33,1,1,3,2,1,3
49,16,34,2,1,3,1,1,3
49,16,35,1,1,3,2,1,3
49,16,36,1,2,2,1,2,2
49,16,37,1,2,2,1,2,2
49,16,38,1,3,1,0,3,1
49,16,39,1,1,3,2,1,3
49,16,40,1,3,1,0,3,1
49,16,41,1,2,2,1,2,2
49,16,42,2,0,4,2,0,4
49,16,43,2,0,4,2,0,4
49,16,44,1,2,2,1,2,2
49,16,45,1,2,2,1,2,2
49,16,46,2,0,4,2,0,4
49,16,47,1,1,3,2,1,3
49,16,48,2,1,3,1,1,3
49,16,49,2,1,3,1,1,3
49,16,50,1,1,3,2,1,3
49,16,51,1,1,3,2,1,3
49,16,52,2,0,4,2,0,4
49,16,53,1,1,3,2,1,3
49,16,54,1,1,3,2,1,3
49,16,55,0,2,2,2,2,2
49,16,56,1,2,2,1,2,2
49,16,57,1,1,3,2,1,3
49,16,58,2,2,2,0,2,2
49,16,59,1,1,3,2,1,3
49,16,60,1,1,3,2,1,3
49,16,61,2,1,3,1,1,3
49,16,62,1,2,2,1,2,2
49,16,63,2,1,3,1,1,3
49,17,0,1,1,3,2,1,3
49,17,1,1,2,2,1,2,2
49,17,2,2,0,4,2,0,4
49,17,3,2,0,4,2,0,4
49,17,4,2,1,3,1,1,3
49,17,5,1,1,3,2,1,3
49,17,6,1,2,2,1,2,2
49,17,7,1,1,3,2,1,3
49,17,8,0,3,1,1,3,1
49,17,9,2,1,3,1,1,3
49,17,10,1,1,3,2,1,3
49,17,11,1,1,3,2,1,3
49,17,12,1,3,1,0,3,1
49,17,13,1,1,3,2,1,3
49,17,14,1,2,2,1,2,2
49,17,15,0,4,0,0,4,0
49,17,16,1,2,2,1,2,2
49,17,17,2,0,4,2,0,4
49,17,18,1,1,3,2,1,3
49,17,19,1,2,2,1,2,2
49,17,20,1,3,1,0,3,1
49,17,21,1,1,3,2,1,3
49,17,22,1,1,3,2,1,3
49,17,23,0,3,1,1,3,1
49,17,24,1,1,3,2,1,3
49,17,25,1,2,2,1,2,2
49,17,26,2,0,4,2,0,4
49,17,27,2,0,4,2,0,4
49,17,28,1,3,1,0,3,1
49,17,29,1,1,3,2,1,3
49,17,30,2,0,4,2,0,4
49,17,31,1,2,2,1,2,2
49,17,32,2,1,3,1,1,3
49,17,33,1,2,2,1,2,2
49,17,34,2,0,4,2,0,4
49,17,35,2,1,3,1,1,3
49,17,36,1,2,2,1,2,2
49,17,37,2,0,4,2,0,4
49,17,38,2,0,4,2,0,4
49,17,39,2,2,2,0,2,2
49,17,40,1,1,3,2,1,3
49,17,41,1,3,1,0,3,1
49,17,42,0,4,0,0,4,0
49,17,43,2,0,4,2,0,4
49,17,44,2,0,4,2,0,4
49,17,45,1,3,1,0,3,1
49,17,46,2,1,3,1,1,3
49,17,47,1,2,2,1,2,2
49,17,48,2,0,4,2,0,4
49,17,49,2,1,3,1,1,3
49,17,50,1,3,1,0,3,1
49,17,51,0,3,1,1,3,1
49,17,52,2,0,4,2,0,4
49,17,53,2,0,4,2,0,4
49,17,54,1,2,2,1,2,2
49,17,55,1,1,3,2,1,3
49,17,56,2,1,3,1,1,3
49,17,57,2,1,3,1,1,3
49,17,58,1,1,3,2,1,3
49,17,59,1,2,2,1,2,2
49,17,60,1,1,3,2,1,3
49,17,61,2,1,3,1,1,3
49,17,62,1,1,3,2,1,3
49,17,63,2,0,4,2,0,4
49,18,0,2,0,4,2,0,4
49,18,1,1,1,3,2,1,3
49,18,2,1,3,1,0,3,1
49,18,3,1,2,2,1,2,2
49,18,4,1,1,3,2,1,3
49,18,5,2,1,3,1,1,3
49,18,6,1,1,3,2,1,3
49,18,7,2,0,4,2,0,4
49,18,8,2,2,2,0,2,2
49,18,9,2,2,2,0,2,2
49,18,10,1,2,2,1,2,2
49,18,11,1,1,3,2,1,3
49,18,12,1,1,3,2,1,3
49,18,13,2,0,4,2,0,4
49,18,14,1,3,1,0,3,1
49,18,15,1,1,3,2,1,3
49,18,16,2,0,4,2,0,4
49,18,17,2,0,4,2,0,4
49,18,18,1,1,3,2,1,3
49,18,19,1,2,2,1,2,2
49,18,20,1,1,3,2,1,3
49,18,21,1,1,3,2,1,3
49,18,22,1,2,2,1,2,2
49,18,23,1,2,2,1,2,2
49,18,24,1,1,3,2,1,3
49,18,25,1,2,2,1,2,2
49,18,26,1,2,2,1,2,2
49,18,27,2,0,4,2,0,4
49,18,28,1,2,2,1,2,2
49,18,29,1,1,3,2,1,3
49,18,30,1,2,2,1,2,2
49,18,31,1,1,3,2,1,3
49,18,32,1,2,2,1,2,2
49,18,33,2,0,4,2,0,4
49,18,34,1,2,2,1,2,2
49,18,35,2,0,4,2,0,4
49,18,36,2,0,4,2,0,4
49,18,37,1,1,3,2,1,3
49,18,38,2,1,3,1,1,3
49,18,39,2,1,3,1,1,3
49,18,40,1,2,2,1,2,2
49,18,41,1,1,3,2,1,3
49,18,42,1,2,2,1,2,2
49,18,43,1,1,3,2,1,3
49,18,44,1,1,3,2,1,3
49,18,45,1,1,3,2,1,3
49,18,46,2,1,3,1,1,3
49,18,47,1,1,3,2,1,3
49,18,48,1,3,1,0,3,1
49,18,49,1,1,3,2,1,3
49,18,50,2,0,4,2,0,4
49,18,51,1,2,2,1,2,2
49,18,52,2,1,3,1,1,3
49,18,53,2,0,4,2,0,4
49,18,54,2,1,3,1,1,3
49,18,55,2,0,4,2,0,4
49,18,56,1,2,2,1,2,2
49,18,57,1,1,3,2,1,3
49,18,58,0,2,2,2,2,2
49,18,59,1,1,3,2,1,3
49,18,60,0,3,1,1,3,1
49,18,61,1,1,3,2,1,3
49,18,62,0,2,2,2,2,2
49,18,63,2,1,3,1,1,3
49,19,0,1,1,3,2,1,3
49,19,1,1,1,3,2,1,3
49,19,2,1,3,1,0,3,1
49,19,3,1,3,1,0,3,1
49,19,4,2,0,4,2,0,4
49,19,5,1,1,3,2,1,3
49,19,6,2,0,4,2,0,4
49,19,7,2,1,3,1,1,3
49,19,8,2,1,3,1,1,3
49,19,9,1,1,3,2,1,3
49,19,10,1,1,3,2,1,3
49,19,11,1,1,3,2,1,3
49,19,12,1,1,3,2,1,3
49,19,13,1,1,3,2,1,3
49,19,14,1,1,3,2,1,3
49,19,15,1,2,2,1,2,2
49,19,16,2,0,4,2,0,4
49,19,17,1,1,3,2,1,3
49,19,18,2,1,3,1,1,3
49,19,19,1,1,3,2,1,3
49,19,20,2,0,4,2,0,4
49,19,21,2,0,4,2,0,4
49,19,22,2,2,2,0,2,2
49,19,23,2,0,4,2,0,4
49,19,24,2,0,4,2,0,4
49,19,25,1,1,3,2,1,3
49,19,26,2,0,4,2,0,4
49,19,27,1,1,3,2,1,3
49,19,28,1,1,3,2,1,3
49,19,29,1,1,3,2,1,3
49,19,30,2,0,4,2,0,4
49,19,31,1,1,3,2,1,3
49,19,32,1,3,1,0,3,1
49,19,33,1,1,3,2,1,3
49,19,34,1,2,2,1,2,2
49,19,35,0,2,2,2,2,2
49,19,36,2,0,4,2,0,4
49,19,37,1,2,2,1,2,2
49,19,38,2,0,4,2,0,4
49,19,39,1,1,3,2,1,3
49,19,40,2,1,3,1,1,3
49,19,41,1,3,1,0,3,1
49,19,42,1,1,3,2,1,3
49,19,43,1,3,1,0,3,1
49,19,44,2,1,3,1,1,3
49,19,45,1,1,3,2,1,3
49,19,46,1,2,2,1,2,2
49,19,47,1,1,3,2,1,3
49,19,48,1,2,2,1,2,2
49,19,49,1,1,3,2,1,3
49,19,50,1,1,3,2,1,3
49,19,51,1,1,3,2,1,3
49,19,52,1,1,3,2,1,3
49,19,53,1,2,2,1,2,2
49,19,54,2,2,2,0,2,2
49,19,55,2,1,3,1,1,3
49,19,56,2,1,3,1,1,3
49,19,57,2,1,3,1,1,3
49,19,58,2,0,4,2,0,4
49,19,59,2,1,3,1,1,3
49,19,60,2,1,3,1,1,3
49,19,61,1,2,2,1,2,2
49,19,62,1,1,3,2,1,3
49,19,63,1,1,3,2,1,3
49,20,0,2,0,4,2,0,4
49,20,1,1,2,2,1,2,2
49,20,2,2,1,3,1,1,3
49,20,3,0,2,2,2,2,2
49,20,4,2,0,4,2,0,4
49,20,5,2,0,4,2,0,4
49,20,6,2,1,3,1,1,3
49,20,7,0,2,2,2,2,2
49,20,8,1,1,3,2,1,3
49,20,9,1,2,2,1,2,2
49,20,10,1,2,2,1,2,2
49,20,11,2,0,4,2,0,4
49,20,12,1,1,3,2,1,3
49,20,13,2,0,4,2,0,4
49,20,14,2,1,3,1,1,3
49,20,15,2,1,3,1,1,3
49,20,16,2,0,4,2,0,4
49,20,17,2,2,2,0,2,2
49,20,18,1,1,3,2,1,3
49,20,19,2,0,4,2,0,4
49,20,20,1,2,2,1,2,2
49,20,21,2,1,3,1,1,3
49,20,22,2,0,4,2,0,4
49,20,23,1,2,2,1,2,2
49,20,24,1,3,1,0,3,1
49,20,25,1,2,2,1,2,2
49,20,26,1,1,3,2,1,3
49,20,27,2,0,4,2,0,4
49,20,28,2,0,4,2,0,4
49,20,29,2,0,4,2,0,4
49,20,30,0,3,1,1,3,1
49,20,31,2,0,4,2,0,4
49,20,32,1,1,3,2,1,3
49,20,33,2,1,3,1,1,3
49,20,34,2,1,3,1,1,3
49,20,35,1,2,2,1,2,2
49,20,36,2,0,4,2,0,4
49,20,37,1,1,3,2,1,3
49,20,38,2,1,3,1,1,3
49,20,39,1,1,3,2,1,3
49,20,40,1,2,2,1,2,2
49,20,41,2,1,3,1,1,3
49,20,42,1,2,2,1,2,2
49,20,43,1,2,2,1,2,2
49,20,44,0,2,2,2,2,2
49,20,45,1,1,3,2,1,3
49,20,46,1,2,2,1,2,2
49,20,47,1,1,3,2,1,3
49,20,48,2,0,4,2,0,4
49,20,49,1,1,3,2,1,3
49,20,50,1,2,2,1,2,2
49,20,51,1,1,3,2,1,3
49,20,52,2,2,2,0,2,2
49,20,53,2,0,4,2,0,4
49,20,54,1,1,3,2,1,3
49,20,55,2,0,4,2,0,4
49,20,56,1,1,3,2,1,3
49,20,57,2,0,4,2,0,4
49,20,58,1,1,3,2,1,3
49,20,59,1,1,3,2,1,3
49,20,60,1,1,3,2,1,3
49,20,61,2,1,3,1,1,3
49,20,62,1,1,3,2,1,3
49,20,63,1,2,2,1,2,2
49,21,0,1,1,3,2,1,3
49,21,1,2,1,3,1,1,3
49,21,2,1,1,3,2,1,3
49,21,3,2,1,3,1,1,3
49,21,4,1,1,3,2,1,3
49,21,5,1,1,3,2,1,3
49,21,6,1,2,2,1,2,2
49,21,7,2,0,4,2,0,4
49,21,8,1,1,3,2,1,3
49,21,9,1,1,3,2,1,3
49,21,10,1,2,2,1,2,2
49,21,11,1,1,3,2,1,3
49,21,12,2,0,4,2,0,4
49,21,13,2,2,2,0,2,2
49,21,14,2,0,4,2,0,4
49,21,15,1,2,2,1,2,2
49,21,16,1,1,3,2,1,3
49,21,17,2,0,4,2,0,4
49,21,18,2,0,4,2,0,4
49,21,19,2,1,3,1,1,3
49,21,20,1,1,3,2,1,3
49,21,21,1,1,3,2,1,3
49,21,22,2,0,4,2,0,4
49,21,23,1,1,3,2,1,3
49,21,24,1,3,1,0,3,1
49,21,25,1,2,2,1,2,2
49,21,26,1,1,3,2,1,3
49,21,27,1,3,1,0,3,1
49,21,28,2,2,2,0,2,2
49,21,29,1,1,3,2,1,3
49,21,30,2,0,4,2,0,4
49,21,31,1,2,2,1,2,2
49,21,32,1,3,1,0,3,1
49,21,33,1,2,2,1,2,2
49,21,34,2,2,2,0,2,2
49,21,35,1,1,3,2,1,3
49,21,36,2,0,4,2,0,4
49,21,37,1,2,2,1,2,2
49,21,38,1,1,3,2,1,3
49,21,39,1,1,3,2,1,3
49,21,40,2,1,3,1,1,3
49,21,41,1,1,3,2,1,3
49,21,42,1,2,2,1,2,2
49,21,43,1,1,3,2,1,3
49,21,44,1,1,3,2,1,3
49,21,45,2,0,4,2,0,4
49,21,46,1,2,2,1,2,2
49,21,47,1,1,3,2,1,3
49,21,48,0,3,1,1,3,1
49,21,49,2,1,3,1,1,3
49,21,50,0,3,1,1,3,1
49,21,51,1,3,1,0,3,1
49,21,52,2,1,3,1,1,3
49,21,53,1,1,3,2,1,3
49,21,54,1,1,3,2,1,3
49,21,55,1,1,3,2,1,3
49,21,56,2,1,3,1,1,3
49,21,57,1,1,3,2,1,3
49,21,58,2,2,2,0,2,2
49,21,59,2,0,4,2,0,4
49,21,60,1,1,3,2,1,3
49,21,61,2,0,4,2,0,4
49,21,62,2,0,4,2,0,4
49,21,63,1,2,2,1,2,2
49,22,0,2,1,3,1,1,3
49,22,1,1,1,3,2,1,3
49,22,2,1,2,2,1,2,2
49,22,3,1,2,2,1,2,2
49,22,4,1,1,3,2,1,3
49,22,5,1,1,3,2,1,3
49,22,6,1,1,3,2,1,3
49,22,7,1,2,2,1,2,2
49,22,8,1,2,2,1,2,2
49,22,9,2,0,4,2,0,4
49,22,10,2,0,4,2,0,4
49,22,11,2,0,4,2,0,4
49,22,12,1,1,3,2,1,3
49,22,13,2,0,4,2,0,4
49,22,14,2,1,3,1,1,3
49,22,15,2,0,4,2,0,4
49,22,16,1,2,2,1,2,2
49,22,17,1,1,3,2,1,3
49,22,18,2,0,4,2,0,4
49,22,19,1,1,3,2,1,3
49,22,20,0,2,2,2,2,2
49,22,21,1,2,2,1,2,2
49,22,22,1,1,3,2,1,3
49,22,23,0,2,2,2,2,2
49,22,24,2,1,3,1,1,3
49,22,25,1,2,2,1,2,2
49,22,26,0,2,2,2,2,2
49,22,27,2,1,3,1,1,3
49,22,28,1,1,3,2,1,3
49,22,29,1,1,3,2,1,3
49,22,30,2,0,4,2,0,4
49,22,31,1,2,2,1,2,2
49,22,32,1,3,1,0,3,1
49,22,33,2,1,3,1,1,3
49,22,34,1,1,3,2,1,3
49,22,35,1,1,3,2,1,3
49,22,36,1,2,2,1,2,2
49,22,37,2,1,3,1,1,3
49,22,38,2,1,3,1,1,3
49,22,39,0,2,2,2,2,2
49,22,40,1,2,2,1,2,2
49,22,41,2,0,4,2,0,4
49,22,42,0,2,2,2,2,2
49,22,43,1,1,3,2,1,3
49,22,44,1,1,3,2,1,3
49,22,45,1,1,3,2,1,3
49,22,46,1,1,3,2,1,3
49,22,47,1,3,1,0,3,1
49,22,48,1,1,3,2,1,3
49,22,49,1,2,2,1,2,2
49,22,50,0,3,1,1,3,1
49,22,51,1,2,2,1,2,2
49,22,52,1,2,2,1,2,2
49,22,53,2,0,4,2,0,4
49,22,54,1,2,2,1,2,2
49,22,55,1,2,2,1,2,2
49,22,56,2,0,4,2,0,4
49,22,57,2,0,4,2,0,4
49,22,58,1,1,3,2,1,3
49,22,59,2,0,4,2,0,4
49,22,60,2,2,2,0,2,2
49,22,61,2,2,2,0,2,2
49,22,62,1,2,2,1,2,2
49,22,63,1,2,2,1,2,2
49,23,0,0,2,2,2,2,2
49,23,1,1,1,3,2,1,3
49,23,2,1,1,3,2,1,3
49,23,3,2,0,4,2,0,4
49,23,4,1,1,3,2,1,3
49,23,5,1,2,2,1,2,2
49,23,6,1,2,2,1,2,2
49,23,7,1,1,3,2,1,3
49,23,8,1,1,3,2,1,3
49,23,9,1,1,3,2,1,3
49,23,10,1,1,3,2,1,3
49,23,11,0,2,2,2,2,2
49,23,12,2,2,2,0,2,2
49,23,13,1,1,3,2,1,3
49,23,14,2,1,3,1,1,3
49,23,15,1,1,3,2,1,3
49,23,16,1,2,2,1,2,2
49,23,17,2,0,4,2,0,4
49,23,18,2,1,3,1,1,3
49,23,19,1,1,3,2,1,3
49,23,20,2,1,3,1,1,3
49,23,21,1,2,2,1,2,2
49,23,22,1,1,3,2,1,3
49,23,23,1,1,3,2,1,3
49,23,24,2,1,3,1,1,3
49,23,25,0,2,2,2,2,2
49,23,26,1,1,3,2,1,3
49,23,27,1,2,2,1,2,2
49,23,28,1,2,2,1,2,2
49,23,29,1,1,3,2,1,3
49,23,30,1,1,3,2,1,3
49,23,31,0,2,2,2,2,2
49,23,32,2,0,4,2,0,4
49,23,33,1,1,3,2,1,3
49,23,34,1,3,1,0,3,1
49,23,35,1,1,3,2,1,3
49,23,36,2,1,3,1,1,3
49,23,37,1,2,2,1,2,2
49,23,38,1,2,2,1,2,2
49,23,39,1,2,2,1,2,2
49,23,40,1,2,2,1,2,2
49,23,41,1,2,2,1,2,2
49,23,42,2,2,2,0,2,2
49,23,43,1,2,2,1,2,2
49,23,44,1,1,3,2,1,3
49,23,45,2,1,3,1,1,3
49,23,46,1,2,2,1,2,2
49,23,47,2,1,3,1,1,3
49,23,48,2,0,4,2,0,4
49,23,49,2,1,3,1,1,3
49,23,50,2,1,3,1,1,3
49,23,51,1,2,2,1,2,2
49,23,52,2,2,2,0,2,2
49,23,53,2,1,3,1,1,3
49,23,54,2,0,4,2,0,4
49,23,55,2,0,4,2,0,4
49,23,56,2,1,3,1,1,3
49,23,57,1,2,2,1,2,2
49,23,58,1,2,2,1,2,2
49,23,59,0,2,2,2,2,2
49,23,60,0,3,1,1,3,1
49,23,61,2,1,3,1,1,3
49,23,62,1,2,2,1,2,2
49,23,63,1,1,3,2,1,3
49,24,0,2,0,4,2,0,4
49,24,1,1,1,3,2,1,3
49,24,2,1,1,3,2,1,3
49,24,3,2,0,4,2,0,4
49,24,4,2,1,3,1,1,3
49,24,5,2,0,4,2,0,4
49,24,6,1,2,2,1,2,2
49,24,7,1,1,3,2,1,3
49,24,8,2,0,4,2,0,4
49,24,9,1,2,2,1,2,2
49,24,10,1,2,2,1,2,2
49,24,11,1,2,2,1,2,2
49,24,12,1,1,3,2,1,3
49,24,13,0,3,1,1,3,1
